age_bucket,workclass,education-num_bucket,marital-status,occupation,relationship,race,sex,hours-per-week_bucket,capital-gain_bucket,capital-loss_bucket,native-country_group,income
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
65+,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
25-34,missing,06_grade_10,Never-married,missing,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
55-64,Federal-gov,10_12_some_college_assoc,Divorced,Prof-specialty,Not-in-family,White,Male,41-50,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
25-34,missing,06_grade_10,Married-civ-spouse,missing,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Tech-support,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Separated,Sales,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
35-44,Federal-gov,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,04_grade_7_8,Never-married,Handlers-cleaners,Unmarried,White,Male,36-40,none,none,United-States,<=50K
35-44,Federal-gov,09_hs_grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
25-34,Private,13_bachelors,Separated,Exec-managerial,Not-in-family,White,Female,61+,none,none,United-States,<=50K
45-54,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,51-60,none,none,United-States,<=50K
55-64,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,>50K
65+,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,21-35,none,none,United-States,<=50K
35-44,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Protective-serv,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Handlers-cleaners,Own-child,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Adm-clerical,Own-child,White,Female,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Sales,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
55-64,Self-emp-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Transport-moving,Husband,White,Male,51-60,none,none,United-States,>50K
17-24,Self-emp-not-inc,09_hs_grad,Never-married,Farming-fishing,Other-relative,White,Male,36-40,none,none,United-States,<=50K
35-44,Local-gov,13_bachelors,Separated,Prof-specialty,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Never-married,Machine-op-inspct,Other-relative,White,Male,36-40,none,none,North-America-other,<=50K
35-44,State-gov,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Craft-repair,Own-child,White,Male,36-40,none,none,North-America-other,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Other-relative,White,Male,61+,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Divorced,Other-service,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
35-44,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Adm-clerical,Own-child,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
45-54,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Local-gov,13_bachelors,Never-married,Prof-specialty,Own-child,White,Male,36-40,none,none,United-States,<=50K
45-54,Federal-gov,10_12_some_college_assoc,Divorced,Adm-clerical,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Wife,White,Female,36-40,none,none,United-States,>50K
35-44,State-gov,10_12_some_college_assoc,Divorced,Prof-specialty,Not-in-family,Black,Male,36-40,none,none,United-States,<=50K
35-44,Private,07_grade_11,Never-married,Transport-moving,Not-in-family,White,Male,51-60,none,none,United-States,>50K
25-34,Private,13_bachelors,Never-married,Craft-repair,Not-in-family,White,Male,36-40,none,none,North-America-other,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Sales,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
25-34,missing,10_12_some_college_assoc,Never-married,missing,Unmarried,White,Female,36-40,none,none,United-States,<=50K
45-54,Self-emp-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,09_hs_grad,Separated,Exec-managerial,Unmarried,White,Female,21-35,none,none,United-States,<=50K
25-34,Federal-gov,10_12_some_college_assoc,Never-married,Adm-clerical,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
35-44,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Farming-fishing,Husband,White,Male,61+,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Own-child,White,Female,21-35,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Tech-support,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Self-emp-inc,09_hs_grad,Never-married,Farming-fishing,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Sales,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,Local-gov,13_bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,06_grade_10,Never-married,Other-service,Own-child,White,Male,21-35,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,36-40,none,none,Europe,>50K
35-44,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
35-44,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,Black,Female,36-40,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Handlers-cleaners,Other-relative,White,Female,36-40,none,none,North-America-other,<=50K
17-24,Private,07_grade_11,Never-married,Exec-managerial,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Prof-specialty,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
35-44,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,21-35,none,none,Asia,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,36-40,none,none,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Divorced,Exec-managerial,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,missing,13_bachelors,Never-married,missing,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Separated,Tech-support,Unmarried,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Married-spouse-absent,Adm-clerical,Own-child,White,Female,1-20,none,none,United-States,<=50K
45-54,State-gov,14_16_graduate,Divorced,Prof-specialty,Not-in-family,White,Male,36-40,none,none,United-States,>50K
35-44,Self-emp-not-inc,09_hs_grad,Divorced,Transport-moving,Unmarried,White,Male,51-60,none,none,United-States,<=50K
25-34,Local-gov,05_grade_9,Never-married,Other-service,Own-child,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Own-child,White,Female,21-35,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Divorced,Craft-repair,Own-child,White,Male,36-40,none,none,United-States,>50K
25-34,State-gov,10_12_some_college_assoc,Separated,Other-service,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
45-54,Federal-gov,09_hs_grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,36-40,none,none,United-States,>50K
45-54,Federal-gov,07_grade_11,Widowed,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,08_grade_12,Never-married,Adm-clerical,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,State-gov,09_hs_grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Self-emp-inc,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,missing,06_grade_10,Never-married,missing,Own-child,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Sales,Not-in-family,White,Male,51-60,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,>50K
55-64,Federal-gov,10_12_some_college_assoc,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,36-40,none,none,United-States,<=50K
35-44,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,51-60,none,none,United-States,>50K
55-64,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,51-60,none,none,United-States,>50K
45-54,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,09_hs_grad,Divorced,Sales,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
65+,Local-gov,09_hs_grad,Married-civ-spouse,Other-service,Husband,White,Male,1-20,none,none,United-States,<=50K
35-44,Private,13_bachelors,Widowed,Exec-managerial,Unmarried,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,14_16_graduate,Separated,Other-service,Own-child,White,Female,36-40,none,none,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Own-child,White,Female,21-35,none,none,United-States,<=50K
55-64,Private,10_12_some_college_assoc,Widowed,Adm-clerical,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,Local-gov,07_grade_11,Never-married,Prof-specialty,Own-child,White,Female,1-20,none,none,North-America-other,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Wife,White,Female,1-20,none,none,United-States,>50K
25-34,Private,10_12_some_college_assoc,Never-married,Craft-repair,Own-child,Other,Male,41-50,none,none,United-States,<=50K
45-54,Private,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
45-54,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Machine-op-inspct,Own-child,Black,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Exec-managerial,Other-relative,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Prof-specialty,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,missing,09_hs_grad,Married-civ-spouse,missing,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,State-gov,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,06_grade_10,Married-civ-spouse,Farming-fishing,Husband,White,Male,21-35,none,none,North-America-other,<=50K
55-64,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,09_hs_grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,>50K
55-64,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,36-40,none,none,North-America-other,<=50K
45-54,missing,05_grade_9,Separated,missing,Own-child,Black,Male,36-40,none,none,United-States,<=50K
35-44,Private,13_bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Own-child,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Craft-repair,Own-child,Black,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Handlers-cleaners,Unmarried,Black,Male,36-40,none,none,United-States,<=50K
17-24,Federal-gov,08_grade_12,Never-married,Other-service,Own-child,White,Female,21-35,none,none,United-States,<=50K
45-54,Local-gov,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
45-54,Private,10_12_some_college_assoc,Separated,Exec-managerial,Unmarried,Black,Female,51-60,none,none,United-States,<=50K
25-34,Self-emp-not-inc,10_12_some_college_assoc,Divorced,Sales,Not-in-family,White,Male,51-60,none,none,United-States,<=50K
25-34,Private,05_grade_9,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Exec-managerial,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,<=50K
35-44,Private,03_grade_5_6,Never-married,Machine-op-inspct,Unmarried,White,Female,36-40,none,none,North-America-other,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,Self-emp-inc,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Adm-clerical,Not-in-family,White,Male,51-60,none,none,United-States,<=50K
55-64,Local-gov,10_12_some_college_assoc,Never-married,Prof-specialty,Not-in-family,White,Female,51-60,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Machine-op-inspct,Unmarried,White,Female,36-40,none,none,United-States,<=50K
